apCode,bedCode,roomNumber,bedCount,isSingle,isGroundFloor,isFullyFm,hasCrib7Bedding,hasSmokeDetector,isTopFloorVulnerable,isGroundFloorNrOffice,hasNearbySprinkler,isArsonSuitable,isArsonDesignated,hasArsonInsuranceConditions,isSuitedForSexOffenders,hasEnSuite,isWheelchairAccessible,hasWideDoor,hasStepFreeAccess,hasFixedMobilityAids,hasTurningSpace,hasCallForAssistance,isWheelchairDesignated,isStepFreeDesignated,notes
LONMEN1,TEST101,1,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST102,2,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST103,3,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST104,4,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST105,4,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST106,5,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST107,6,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST108,6,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST109,7,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST110,8,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST111,9,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST112,11,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST113,12,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST114,13,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN1,TEST115,14,1,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,
LONMEN1,TEST116,15,2,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,
LONMEN1,TEST117,15,2,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,
LONMEN1,TEST118,16,2,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
LONMEN1,TEST119,16,2,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
LONMEN1,TEST120,17,2,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,
LONMEN1,TEST121,17,2,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,
LONMEN1,TEST122,18,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST201,1,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST202,2,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST203,3,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST204,4,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
